epoch, loss, acc, val_loss, val_acc
1, 0.4775438606739044, 0.8325166702270508, 0.35480764508247375, 0.8738999962806702
2, 0.3400851786136627, 0.8784166574478149, 0.3118400275707245, 0.888700008392334
3, 0.30125853419303894, 0.8899999856948853, 0.29228824377059937, 0.8920999765396118
